Date,Close/Last,Volume,Open,High,Low,Day
2023-06-29,183.88,5770445,183.25,183.89,181.39,1220
2023-06-28,183.7,5194077,186.25,186.74,183.38,1219
2023-06-27,186.22,5763039,184.67,186.61,183.96,1218
2023-06-26,184.89,3706278,186.16,186.43,184.12,1217
2023-06-23,186.07,7592675,188,188,185.95,1214
2023-06-22,187.35,3186126,186.73,187.58,185.87,1213
2023-06-21,185.43,3832395,185.72,186.88,184.19,1212
2023-06-20,185.31,4155059,186.54,187.87,185.24,1211
2023-06-16,186.04,8925706,186.14,187.585,185.7,1207
2023-06-15,185.71,4326317,184.26,186.17,183.52,1206
2023-06-14,183.17,3559268,182,183.65,181.44,1205
2023-06-13,181.54,2838752,182.13,182.19,181.08,1204
2023-06-12,181.9,4207398,182.49,182.73,180.69,1203
2023-06-09,182.35,3200319,181.71,182.83,181,1200
2023-06-08,182.1,4036711,179.7,182.3,179.33,1199
2023-06-07,180.11,5162657,180.71,181.74,179.7,1198
2023-06-06,181.56,3975572,184.98,185.12,180.43,1197
2023-06-05,184.19,4311675,183.85,186.17,183.61,1196
2023-06-02,184.06,4288433,182.02,184.29,181.7,1193
2023-06-01,182.19,5277433,182.42,182.69,180.8,1192
2023-05-31,182.35,20414800,182.86,184.62,181.46,1191
2023-05-30,181.61,4331831,182.055,183.09,180.7,1190
2023-05-26,183.58,4449346,183.71,184.25,182.4,1186
2023-05-25,183.8,4712884,182.7,184.22,181.95,1185
2023-05-24,184.89,3721022,186.27,186.74,184.37,1184
2023-05-23,186.07,6382250,186.49,186.63,184.59,1183
2023-05-22,186.64,5786972,191.19,191.39,186.41,1182
2023-05-19,191.84,3883181,192.46,192.86,191.1,1179
2023-05-18,191.56,3709407,191.32,191.71,190.41,1178
2023-05-17,192.06,4878900,193.31,193.585,190.84,1177
2023-05-16,193.43,5803757,194.48,194.48,192.54,1176
2023-05-15,194.27,2946589,196.57,196.88,194,1175
2023-05-12,196.12,2740969,195.34,196.22,194.95,1172
2023-05-11,195.34,3690431,194.28,195.52,193,1171
2023-05-10,194.27,4352899,194.11,195.58,192.67,1170
2023-05-09,194.14,3087644,193.86,194.67,192.71,1169
2023-05-08,193.35,2249855,193.4,194,192.65,1168
2023-05-05,194.27,4146515,192.82,194.48,192.39,1165
2023-05-04,193.38,4267611,193.08,193.95,192.16,1164
2023-05-03,192.18,3389644,192.58,193.25,191.78,1163
2023-05-02,192.25,3712247,191.36,192.5,189.75,1162
2023-05-01,191.68,3137839,190.45,192.325,190.28,1161
2023-04-28,190.89,4608944,189.9,191.62,189.64,1158
2023-04-27,189.69,4574524,188.18,189.95,187.51,1157
2023-04-26,188.54,4481737,188.48,189.42,187.87,1156
2023-04-25,189.71,6231626,186.56,190.18,186.24,1155
2023-04-24,185.5,3540199,186.5,186.57,185.02,1154
2023-04-21,185.41,3781932,185.99,186.38,185.13,1151
2023-04-20,185.33,3868174,184.84,186.035,184.2,1150
2023-04-19,184.72,2209904,185.24,185.32,184.26,1149
2023-04-18,184.83,2438554,184.77,185.2199,183.74,1148
2023-04-17,184.45,3224527,184.19,184.75,183.48,1147
2023-04-14,183.51,2573142,183.335,184.02,182.92,1144
2023-04-13,184.38,4303630,182.62,184.61,182.11,1143
2023-04-12,182.56,3620885,182.69,183.78,182.25,1142
2023-04-11,182.92,3586784,183.42,183.88,182.76,1141
2023-04-10,183.2,2408256,183.83,183.895,181.69,1140
2023-04-06,184.36,3389758,183.302,184.74,183.1,1136
2023-04-05,183.64,3826373,183.25,184.96,183.06,1135
2023-04-04,181.85,3306483,182.18,183.36,181.1,1134
2023-04-03,182.5,3902505,181.9,182.76,180.4,1133
2023-03-31,182.3,4480030,182.16,182.49,181.32,1130
2023-03-30,180.83,2742969,181,181.33,180.08,1129
2023-03-29,180.67,4495971,180.65,180.91,179.99,1128
2023-03-28,179.43,2850005,179.33,180.46,179.33,1127
2023-03-27,179.49,4078583,179.575,180.65,179.31,1126
2023-03-24,179.09,3713938,176.53,179.34,176.39,1123
2023-03-23,175.65,4655692,176.06,177.22,175.02,1122
2023-03-22,176.51,4380780,177.84,179.37,176.42,1121
2023-03-21,178.01,3812191,177.66,178.17,176.28,1120
2023-03-20,177.59,4366983,176.5,177.68,175.51,1119
2023-03-17,175.13,8854570,176.51,176.69,174.23,1116
2023-03-16,176.51,4734372,176.61,177,175.32,1115
2023-03-15,176.63,7099919,173.53,176.66,173.19,1114
2023-03-14,173.53,6480773,172.49,173.81,171.57,1113
2023-03-13,173.71,8265278,172.76,177.23,172.61,1112
2023-03-10,172.03,4129912,172.53,174.24,170.96,1109
2023-03-09,171.8,4042139,173.62,174.36,171.2,1108
2023-03-08,173.11,2920414,172.68,173.36,171.78,1107
2023-03-07,172.64,4095127,173.67,174.255,171.87,1106
2023-03-06,173.5,3611369,172.22,173.66,172.22,1105
2023-03-03,173.15,3627092,173,173.45,171.33,1102
2023-03-02,173.32,4476403,170.51,173.76,169.78,1101
2023-03-01,171.33,5359107,172.32,172.46,169.12,1100
2023-02-28,173.53,4317286,174.88,175.06,173.2,1099
2023-02-27,175.91,3208625,176.97,177.25,175.65,1098
2023-02-24,175.96,2959174,175.46,176.33,174.29,1095
2023-02-23,176.31,3801421,176.66,176.99,174.99,1094
2023-02-22,176.12,5299484,176.72,177.43,175.77,1093
2023-02-21,176.18,5797271,175.58,177.41,174.67,1092
2023-02-17,176.28,3952139,175.155,176.42,174.83,1088
2023-02-16,175.51,4973168,174.74,176.9,174.54,1087
2023-02-15,176.01,4125761,175,176.05,174.59,1086
2023-02-14,175.77,5203003,177.1,177.245,174.79,1085
2023-02-13,177.77,5205130,176.26,178.225,176.04,1084
2023-02-10,176.2,6176023,173.12,176.59,172.65,1081
2023-02-09,172.78,9619391,175.32,176.49,172.04,1080
2023-02-08,171.16,5687332,171,171.33,170.24,1079
2023-02-07,171.56,6044700,170.29,172.03,169.26,1078
2023-02-06,171.82,5640124,169.74,172.38,169.59,1077
2023-02-03,169.12,5308238,170.955,171.29,167.05,1074
2023-02-02,169.97,5653796,169.46,170.56,168.51,1073
2023-02-01,171.56,4147699,170.88,172.32,169.51,1072
2023-01-31,171.02,4665460,170.2,171.07,169.32,1071
2023-01-30,169.48,5191504,169.78,171.455,169.14,1070
2023-01-27,169.62,5451407,169.77,170.23,168.58,1067
2023-01-26,170.22,4558394,171.635,171.67,170.04,1066
2023-01-25,171.93,3852843,170.34,171.98,169.34,1065
2023-01-24,170.69,4125624,169.61,170.87,168.45,1064
2023-01-23,169.12,5440358,170.01,170.755,168.72,1063
2023-01-20,169.88,5779109,168.945,169.89,167.46,1060
2023-01-19,169.63,4720383,171.28,172.17,169.48,1059
2023-01-18,171.62,5032620,175.24,175.7384,171.33,1058
2023-01-17,176.06,5032644,176.15,177.5525,175.49,1057
2023-01-13,175.24,4720397,175.4,175.73,174.17,1053
2023-01-12,175.78,4246606,177.66,178.37,175.32,1052
2023-01-11,178.05,4370110,179.39,179.71,175.68,1051
2023-01-10,177.85,3817303,178.79,179.53,177.09,1050
2023-01-09,179.33,3319247,180.44,182.77,178.81,1049
2023-01-06,181.1,3713163,178.81,181.83,178.8,1046
2023-01-05,177.1,3647074,177.96,178.77,176.86,1045
2023-01-04,178.97,4771321,179.41,180.54,177.55,1044
2023-01-03,179.41,5137404,180.59,180.75,176.57,1043
2022-12-30,180.66,3136222,181.38,181.96,179.29,1039
2022-12-29,181.98,2549240,181.92,182.86,181.89,1038
2022-12-28,181.75,2694335,184.1,184.5442,181.64,1037
2022-12-27,183.07,3045045,183.282,183.61,182.27,1036
2022-12-23,182.26,2197807,180.91,182.55,180.45,1032
2022-12-22,181.09,4305729,181.86,182.05,178.92,1031
2022-12-21,182.5,4237039,181.55,183.68,181.4,1030
2022-12-20,181.23,3249006,181.815,182.25,180.64,1029
2022-12-19,181.34,4447962,180.86,183.47,180.35,1028
2022-12-16,180.34,15708090,180.08,181.19,178.48,1025
2022-12-15,180.25,6128214,181.98,182.712,178.39,1024
2022-12-14,183.36,5392483,184.07,185.88,182.13,1023
2022-12-13,183.87,5634889,186.48,186.84,182.94,1022
2022-12-12,183.97,4691428,184.18,184.18,182.36,1021
2022-12-09,183.1,3116234,184.21,184.21,183.05,1018
2022-12-08,183.78,3800879,181.81,183.98,181.26,1017
2022-12-07,182.18,4241812,181.81,182.45,180.69,1016
2022-12-06,181.63,5835166,183.75,184.29,180.7,1015
2022-12-05,183.12,4083270,183.43,183.94,182.32,1014
2022-12-02,185.69,3547756,184,186.31,183.84,1011
2022-12-01,185.9,4683431,185.48,186.33,184.16,1010
2022-11-30,185.51,7915639,181.9,185.7,180.24,1009
2022-11-29,182.59,4375521,183.3,183.42,181.02,1008
2022-11-28,183.89,6411433,184.4,185.4925,183.51,1007
2022-11-25,184.11,1836993,184.58,185,183.94,1004
2022-11-23,185.08,2511122,185,186.08,184.5,1002
2022-11-22,184.84,4109601,185.81,186.62,184.37,1001
2022-11-21,184.82,4397577,182.27,185.13,182.09,1000
2022-11-18,181.33,4498176,180.21,181.84,180.02,997
2022-11-17,180.03,3921298,177.49,180.16,177.43,996
2022-11-16,178.33,4701109,178.3,179.63,177.72,995
2022-11-15,177.19,5153752,178.04,178.7,175.42,994
2022-11-14,176.73,5633044,178.67,179.18,176.5,993
2022-11-11,178.05,7390702,181.13,181.69,175.44,990
2022-11-10,181.7,6704136,182.65,182.92,178.56,989
2022-11-09,178.55,4723633,179.95,181.07,178.4,988
2022-11-08,180.71,3724937,180.44,182.11,178.8,987
2022-11-07,180.21,3246087,179.52,180.62,178.83,986
2022-11-04,178.78,3922495,177.92,179.79,176.53,983
2022-11-03,177.78,3753759,176.78,178.9034,176.53,982
2022-11-02,178.24,4970857,180.78,183.58,178.17,981
2022-11-01,180.76,4084681,180.94,182.8101,179.89,980
2022-10-31,181.58,4877164,181.18,182.98,180.54,979
2022-10-28,182.23,6715501,179.7,182.93,179.48,976
2022-10-27,178.88,5424089,180.37,180.93,178.57,975
2022-10-26,179.07,5138962,179.26,180.9,178.32,974
2022-10-25,178.27,5220027,178.12,178.87,176.61,973
2022-10-24,177.68,5316608,174.81,177.98,174.67,972
2022-10-21,173.06,5071500,171.2,173.685,170.58,969
2022-10-20,171.46,4313954,174.2,174.36,171.11,968
2022-10-19,173.36,5200248,174.82,175.84,172.33,967
2022-10-18,175.06,4547398,174.82,176.91,173.41,966
2022-10-17,172.73,6401844,172.27,173.59,171.07,965
2022-10-14,170.19,5939034,175.98,176.258,169.99,962
2022-10-13,174.61,8412881,167.1,175.04,166.82,961
2022-10-12,169.39,9795304,168.73,170.6993,166.6,960
2022-10-11,162.59,5222588,162.24,164.27,161.56,959
2022-10-10,161.82,4839239,161.99,163.04,161.19,958
2022-10-07,161.61,4779170,162.3,163.01,160.98,955
2022-10-06,162.8,4623429,165.785,166.02,162.5,954
2022-10-05,166,3538805,166.97,167.09,163.73,953
2022-10-04,167.11,4596786,167.39,168.73,165.55,952
2022-10-03,165.25,5093370,163.52,165.69,163.02,951
2022-09-30,163.26,5971934,167.69,168.24,163.01,948
2022-09-29,166.61,5167730,168.8,169.14,165,947
2022-09-28,168.67,5480944,166.91,169.62,165.24,946
2022-09-27,166.01,5400774,168.24,170,165.24,945
2022-09-26,168.45,5326578,168.33,170.01,167.53,944
2022-09-23,168.52,4565224,168.39,168.75,166.53,941
2022-09-22,168.6,4290658,168.4,169.89,168.05,940
2022-09-21,168.44,5134461,169.88,172.03,168.34,939
2022-09-20,168.92,3872155,167.58,169.15,166.86,938
2022-09-19,168.73,3720886,167.06,168.81,166.5,937
2022-09-16,166.97,12012630,166.36,167.17,165.25,934
2022-09-15,165.88,5460988,168.53,168.56,165.34,933
2022-09-14,168.68,5156886,168.12,169.19,167.57,932
2022-09-13,167.41,6926199,172.5,172.83,166.95,931
2022-09-12,173.9,5953266,173.22,174.44,172.75,930
2022-09-09,173.22,3662160,172.65,174.55,171.67,927
2022-09-08,172.67,3888130,172.78,173.43,170.56,926
2022-09-07,173.25,6074572,170.62,173.775,169.93,925
2022-09-06,169.51,4900124,170.98,172.59,169.13,924
2022-09-02,170.66,5801495,173.72,174.97,169.89,920
2022-09-01,172.85,4846285,170.92,172.98,170.24,919
2022-08-31,172.27,5597882,173.81,174.41,172.2,918
2022-08-30,172.99,4026406,174.34,174.685,172.33,917
2022-08-29,174.49,4184510,174.55,175.29,173.21,916
2022-08-26,175.04,5246614,179.96,179.98,174.67,913
2022-08-25,179.27,3401795,179.03,179.35,177.39,912
2022-08-24,179.26,3340557,178.37,179.5,178.11,911
2022-08-23,178.37,2574995,177.82,178.86,177.29,910
2022-08-22,178.45,3384988,180.135,180.47,178.02,909
2022-08-19,180.17,3703971,179.76,181.01,179.32,906
2022-08-18,180.4,3010644,180.82,180.93,179.94,905
2022-08-17,180.22,2666289,180.1,181.07,179.72,904
2022-08-16,180.32,3395730,179.78,180.7,178.64,903
2022-08-15,179.28,3043178,177.77,179.36,176.8,902
2022-08-12,177.33,3756404,175.93,177.38,175.38,899
2022-08-11,175.04,2743920,176.36,177.12,174.67,898
2022-08-10,175.94,4041101,175.81,176.43,174.72,897
2022-08-09,174.5,3228826,174.79,175.23,173.96,896
2022-08-08,173.85,2846584,175.79,175.97,173.32,895
2022-08-05,174.55,3295615,174.39,174.7,172.4,892
2022-08-04,175.87,3822568,176.42,176.74,174.58,891
2022-08-03,176.83,4401333,175.08,177.06,174.24,890
2022-08-02,175.49,3781152,176.94,177.145,175.22,889
2022-08-01,176.95,4034834,174.55,177.69,174.55,888
2022-07-29,174.96,4215592,173.66,175.48,173.39,885
2022-07-28,174.84,3134222,171.87,175.12,171.19,884
2022-07-27,171.59,4479030,170.49,171.95,169.06,883
2022-07-26,171.83,3732349,170.57,171.99,169.24,882
2022-07-25,169.85,3357159,170.31,170.86,169.04,881
2022-07-22,169.61,3757926,169.14,170.57,168.49,878
2022-07-21,168.51,3088309,167.99,169.41,167.56,877
2022-07-20,168.26,3460726,170.05,170.57,167.46,876
2022-07-19,170.06,4201588,170.25,170.75,168.63,875
2022-07-18,168.26,3479707,171.15,171.24,167.85,874
2022-07-15,171.12,4659092,171.34,172.92,170.02,871
2022-07-14,170.98,4218307,168.29,171.1601,167.7,870
2022-07-13,170.1,4533125,168.54,171.44,167.98,869
2022-07-12,169.5,5201629,173,173.32,168.87,868
2022-07-11,170.47,4929822,171.41,172.8,170.02,867
2022-07-08,171.88,3483014,170.57,172.7,170.55,864
2022-07-07,170.36,5150219,169.52,171.04,169.38,863
2022-07-06,170.7,4209229,170,171.95,169.48,862
2022-07-05,169.01,4971671,168.63,169.39,165.33,861
2022-07-01,169.39,3918710,166.74,169.52,165.76,857
2022-06-30,166.66,6295089,167.13,167.58,165.63,856
2022-06-29,166.73,3653622,166.06,167.56,165.35,855
2022-06-28,164.01,4391330,167.15,168.45,163.85,854
2022-06-27,166.35,4595815,165.87,167.13,165.34,853
2022-06-24,166.13,5951692,165.64,166.19,163.94,850
2022-06-23,164.1,5810719,163.78,165.14,163.15,849
2022-06-22,162.03,4706643,160.33,162.99,159.56,848
2022-06-21,160.71,4449779,158.17,160.96,157.35,847
2022-06-17,157.06,9881835,157.03,158.99,156.17,843
2022-06-16,157.03,7207930,156.63,158.46,155.11,842
2022-06-15,157.79,5940075,157.92,159.84,155.93,841
2022-06-14,156.12,6159174,160,160.05,154.86,840
2022-06-13,159.74,6300708,160.53,162.87,159.06,839
2022-06-10,162.52,5204718,160.97,163.918,159.45,836
2022-06-09,162.78,3522973,165.19,166.93,162.67,835
2022-06-08,165.73,2646900,165.74,166.81,165.11,834
2022-06-07,166.56,4168296,165.68,166.86,164.22,833
2022-06-06,165.54,3447947,166.46,167.62,164.73,832
2022-06-03,164.85,4222131,165.859,166.59,164.36,829
2022-06-02,166.68,4677458,165.62,166.75,162.65,828
2022-06-01,166.49,5613940,168.18,168.38,163.82,827
2022-05-31,167.75,13609990,170.98,170.98,165.37,826
2022-05-27,171.77,6713600,171.26,171.81,170.2,822
2022-05-26,170.11,5193863,168.96,171.09,168.96,821
2022-05-25,168.97,5781034,167.85,169.49,166.96,820
2022-05-24,167.82,6327782,166.02,168.255,165.16,819
2022-05-23,165.6,4657761,164.21,166.95,163.57,818
2022-05-20,162.21,5768823,162.24,163.06,159.62,815
2022-05-19,161.2,6423817,162.5,162.78,159.67,814
2022-05-18,163.65,8875409,173.686,173.87,162.92,813
2022-05-17,174.46,5012159,175.31,175.68,172.58,812
2022-05-16,175.47,5317216,173.71,176.3,173.42,811
2022-05-13,173.72,4714614,170.7,174.16,169.46,808
2022-05-12,170.4,6473535,171.25,171.99,168.16,807
2022-05-11,170.66,5376851,170.82,172.41,169.92,806
2022-05-10,171.49,5936727,173.12,174.54,170.75,805
2022-05-09,171.7,7269081,169.66,172.885,168.76,804
2022-05-06,170.41,5824752,169.24,170.8,168.72,801
2022-05-05,170.39,6534321,173.1,173.32,169.08,800
2022-05-04,173.86,6231681,167.61,174.12,167.61,799
2022-05-03,167.99,5564864,169.14,169.31,166.58,798
2022-05-02,167.76,7692131,172.995,173.46,165.27,797
2022-04-29,171.71,6505570,177.41,177.41,171.41,794
2022-04-28,177.5,5235831,174.53,177.62,173.82,793
2022-04-27,174.85,5180479,173.42,176.69,173.19,792
2022-04-26,173.3,7386563,173.97,175.3486,172.73,791
2022-04-25,173.74,7369911,173.21,173.92,171,790
2022-04-22,172.15,5864027,174.99,175.27,171.94,787
2022-04-21,174.84,3701297,175.76,177.24,174.65,786
2022-04-20,175.47,4197764,173.72,175.97,173.72,785
2022-04-19,172.9,3641992,169.84,173.165,169.84,784
2022-04-18,170.42,3086009,171.22,172.31,169.96,783
2022-04-14,171.9,4834298,173.48,174.26,171.76,779
2022-04-13,173,4394054,173.58,173.82,171.73,778
2022-04-12,173.3,3924333,173.78,174.65,172.63,777
2022-04-11,172.6,3825328,173.61,174.97,172.32,776
2022-04-08,173.13,3883183,172.99,173.69,171.59,773
2022-04-07,172.55,5041686,172.03,173.28,170.78,772
2022-04-06,172.39,4294868,169.92,172.7,169.49,771
2022-04-05,169.5,4480879,168.32,171.38,168.32,770
2022-04-04,169.32,3759985,169.11,169.39,167.45,769
2022-04-01,169.76,3239641,167.89,169.93,167.37,766
2022-03-31,167.38,6076177,168.37,169.3,167.27,765
2022-03-30,167.96,3871556,168.1,168.24,166.12,764
2022-03-29,168.19,4440480,167.29,168.58,166.37,763
2022-03-28,165.73,4308007,165.1,165.77,163.71,762
2022-03-25,165.24,4147791,164.43,165.9,164.43,759
2022-03-24,164.47,3160320,164.06,164.73,163.27,758
2022-03-23,163.48,4533800,164.248,165.275,162.63,757
2022-03-22,164.34,5779187,162.84,164.77,162.23,756
2022-03-21,162.56,5122570,162.27,163.81,161.08,755
2022-03-18,162.79,12123180,161.38,162.93,160.06,752
2022-03-17,160.94,3587628,159.83,161.63,159.3,751
2022-03-16,159.7,6299191,158.41,159.99,157.04,750
2022-03-15,159,6203356,157.32,159.5,156.83,749
2022-03-14,155.89,6075566,155.15,157.8,154.5,748
2022-03-11,153.73,4762675,155.45,156.885,153.48,745
2022-03-10,154.51,6103671,155.79,156.25,153.37,744
2022-03-09,157.4,5764927,159.81,160.06,156.4,743
2022-03-08,157.87,6163724,162.38,163.97,157.69,742
2022-03-07,162.45,6319483,164.07,165.15,162.13,741
2022-03-04,165.75,6341095,162,166.5,160.92,738
2022-03-03,163.27,5352221,163.97,165.19,162.8,737
2022-03-02,164.52,5452091,162.98,165.82,162.49,736
2022-03-01,162.27,5108127,163.07,164.4,161.3,735
2022-02-28,163.74,7676988,164.04,165.21,161.41,734
2022-02-25,168.38,6535637,164.42,168.46,164.26,731
2022-02-24,163.79,8888796,165.71,166.34,160.29,730
2022-02-23,166.69,5813018,169.12,169.12,166.52,729
2022-02-22,168.35,7734132,168.57,168.94,166.23,728
2022-02-18,167.71,5181629,167.11,168.235,166.22,724
2022-02-17,166.75,5156836,166.01,167.9523,165,723
2022-02-16,166.3,4161755,165.63,167.195,164.54,722
2022-02-15,165.96,4943851,167.217,168.25,165.26,721
2022-02-14,166.7,6822570,169.415,169.675,165.1,720
2022-02-11,168.58,7299574,168.06,170.31,167.69,717
2022-02-10,168.37,7899839,168.655,171.45,167.3,716
2022-02-09,171.94,6780166,172.5,172.78,171.01,715
2022-02-08,172.02,3957685,172.63,172.64,170.31,714
2022-02-07,171.81,4813468,172.74,172.99,171.21,713
2022-02-04,172.49,4592442,173.1,174.89,171.19,710
2022-02-03,175.37,4632699,175.27,176.66,173.83,709
2022-02-02,175.47,5766988,172.76,175.64,172.57,708
2022-02-01,172.34,5952749,173.15,173.43,169.56,707
2022-01-31,173.52,5908136,170.77,174.11,170.59,706
2022-01-28,172.67,5796013,168.51,172.73,167.21,703
2022-01-27,169.37,6545927,170.78,173.28,168.78,702
2022-01-26,169.53,6841794,169.36,171.81,166.45,701
2022-01-25,171.34,6536944,172.08,172.48,169.74,700
2022-01-24,173.33,9272361,175.49,176.5,168.96,699
2022-01-21,174.22,6753166,175.327,177.24,174.11,696
2022-01-20,173.94,6284161,175.41,176.88,173.84,695
2022-01-19,175.21,6424470,173.96,175.96,173.57,694
2022-01-18,173.96,5790386,173.62,174.76,173.15,693
2022-01-14,175.64,4474579,174.57,175.94,173.4,689
2022-01-13,174.18,4310283,173.71,174.6861,173.24,688
2022-01-12,173.9,5267988,173.9,174.33,172.95,687
2022-01-11,174.09,6452499,173.684,174.23,171.62,686
2022-01-10,174.17,5056068,174.436,175.84,173.62,685
2022-01-07,174.08,4916044,174.09,174.69,172.61,682
2022-01-06,173.86,4288788,173.91,175.6,173.23,681
2022-01-05,173.82,6564551,173.355,175.36,173.23,680
2022-01-04,173.23,4717843,172.66,174.45,172.2,679
2022-01-03,172.98,5489586,172.2,173.19,170.57,678
2021-12-31,173.71,2914941,172.46,174.015,172.11,675
2021-12-30,172.67,1988984,173.54,173.62,172.23,674
2021-12-29,172.97,2299691,172.79,173.46,171.93,673
2021-12-28,172.36,2333095,171.46,172.79,171.2,672
2021-12-27,171.47,2868961,169.985,171.56,169.77,671
2021-12-23,169.78,3241793,169.978,170.63,169.25,667
2021-12-22,169.97,4362937,168.96,169.99,168.27,666
2021-12-21,168.92,3401433,169.23,169.6025,167.78,665
2021-12-20,169.42,5263606,167.158,169.5,166.75,664
2021-12-17,168.3,10181240,171.11,172.38,168.05,661
2021-12-16,171.82,6909923,171.57,173.56,171.02,660
2021-12-15,171.57,5507820,169.77,171.78,169.46,659
2021-12-14,169.39,4984951,169.35,170.39,168.3,658
2021-12-13,169.81,5411817,168.93,171.255,168.05,657
2021-12-10,168.97,5025801,167.54,169.12,166.9,654
2021-12-09,166.31,3644496,165.92,166.88,164.85,653
2021-12-08,166.52,3891904,166.14,166.69,164.03,652
2021-12-07,166.23,5460142,166.42,166.96,165.66,651
2021-12-06,166.42,5403075,166.05,167.29,165.79,650
2021-12-03,164.71,6465861,161.47,164.88,161.34,647
2021-12-02,160.62,4619832,160.132,161.69,159.83,646
2021-12-01,160.16,5385896,162.47,163.25,160.05,645
2021-11-30,159.78,7610010,163.83,164,158.39,644
2021-11-29,164.14,5305787,162.67,164.58,161.14,643
2021-11-26,161.14,3402882,162.71,163.66,160.89,640
2021-11-24,163.74,3309539,165.088,165.5,162.58,638
2021-11-23,165.25,3878130,163.56,165.72,163.31,637
2021-11-22,164.15,4157558,163.203,166.8,163.18,636
2021-11-19,163.81,5247738,164.5,165.0269,163.44,633
2021-11-18,163.42,3498885,162.81,163.52,161.75,632
2021-11-17,163.37,3332233,162.62,163.671,162.08,631
2021-11-16,163.31,2899366,164.27,164.99,163.23,630
2021-11-15,163.8,3357116,162.51,163.88,162.49,629
2021-11-12,162.65,3540986,163.01,163.93,162.08,626
2021-11-11,162.69,2453158,163.97,163.98,162.55,625
2021-11-10,164.04,2683478,164.74,165,163.03,624
2021-11-09,163.51,3778818,162.31,163.86,162,623
2021-11-08,162.43,5766611,165.81,166.1,161.15,622
2021-11-05,166,3754297,165.55,166.43,164.52,619
2021-11-04,164.31,3310257,164.22,164.56,163.35,618
2021-11-03,164.3,3595043,162.15,164.39,162.15,617
2021-11-02,162.74,3464557,161.55,162.81,160.94,616
2021-11-01,161.26,3017085,161.2,161.5,160.18,615
2021-10-29,161.6,4558172,161.03,162.26,160.91,612
2021-10-28,161.62,3589576,160.85,161.73,160.47,611
