Date,Close/Last,Volume,Open,High,Low,Day
2021-10-27,160.61,3751840,161.75,161.84,159.56,610
2021-10-26,161.17,3684748,159.17,161.4,159.1,609
2021-10-25,159.22,3281194,159.95,159.95,158.79,608
2021-10-22,159.97,3240314,159.58,160.47,159.47,605
2021-10-21,159.18,4164717,161.39,161.43,158.98,604
2021-10-20,161.31,3716590,160.58,161.88,159.68,603
2021-10-19,160.1,3125832,158.64,160.16,157.54,602
2021-10-18,158.09,3274249,158.202,158.7,156.8,601
2021-10-15,158.81,4312982,159.66,159.66,157.51,598
2021-10-14,159.26,3677272,158.62,159.49,158.61,597
2021-10-13,157.99,3601013,157.46,158.05,156.02,596
2021-10-12,156.93,3195707,156.22,157.85,156.21,595
2021-10-11,156.24,2738194,156.39,157.23,155.66,594
2021-10-08,156.03,4186222,156.57,156.71,155.49,591
2021-10-07,156.39,4605134,155.52,157.75,155.52,590
2021-10-06,154.96,5499234,150.84,155.16,149.96,589
2021-10-05,151.09,6103136,151.358,152.39,150.07,588
2021-10-04,150.2,5404863,150.88,153,149.48,587
2021-10-01,150.95,4274300,151.35,151.61,149.52,584
2021-09-30,150.41,4950798,153.22,153.43,150.37,583
2021-09-29,152.3,3326568,151.34,153.17,150.69,582
2021-09-28,151.05,5911130,152.37,152.5,150.1,581
2021-09-27,152.72,4482063,153.8,154.15,152.39,580
2021-09-24,154.2,2366160,153.75,154.62,153.55,577
2021-09-23,154.13,2712534,153.69,154.93,153.54,576
2021-09-22,154.01,3001270,154.62,155.09,153.45,575
2021-09-21,153.54,4479924,154.61,156.12,152.97,574
2021-09-20,153.61,5484616,153.9,154.95,152.42,573
2021-09-17,154.13,8127397,155.23,155.5,153.83,570
2021-09-16,155.56,4589993,155.39,156.12,153.81,569
2021-09-15,156.02,3702573,155.22,156.38,154.78,568
2021-09-14,155.15,2808919,156.38,156.67,154.82,567
2021-09-13,155.76,3367464,155.94,157.4,155.39,566
2021-09-10,155.46,3851531,155.98,156.25,155.01,563
2021-09-09,155.73,3560737,156.88,156.97,155.4,562
2021-09-08,156.72,3199076,154.66,156.75,154.3,561
2021-09-07,154.53,4610142,156.48,156.76,153.68,560
2021-09-03,157.09,2035082,156.2,157.42,155.9,556
2021-09-02,156.95,2862535,156.79,157.29,155.87,555
2021-09-01,157.91,4231369,156.84,158.19,156.51,554
2021-08-31,156.39,5291405,156.09,156.47,155.34,553
2021-08-30,156,2540619,155.18,156.17,155.01,552
2021-08-27,154.94,4166498,154.84,155.41,154.21,549
2021-08-26,154.63,3220727,155.51,155.67,154.09,548
2021-08-25,155.2,3346864,155.36,155.67,154.16,547
2021-08-24,155.89,3760779,157.75,157.75,155.68,546
2021-08-23,157.85,3102117,157.83,158.52,157.32,545
2021-08-20,158.35,3484313,158.93,159.63,158.25,542
2021-08-19,158.91,4745624,155.82,159.42,155.78,541
2021-08-18,156.28,3419286,157.68,158.2,156.2,540
2021-08-17,157.9,3736382,157.909,158.45,157.24,539
2021-08-16,158.05,3224020,156.93,158.12,156.73,538
2021-08-13,156.52,2113883,155.1,156.67,154.9,535
2021-08-12,155.07,1958683,155.23,155.3,154.6,534
2021-08-11,155.04,3058025,154.71,156.02,154.47,533
2021-08-10,154.43,2670440,154.31,155.31,153.81,532
2021-08-09,154.35,2636653,154.64,154.79,153.71,531
2021-08-06,154.33,3430902,153.77,154.76,153.64,528
2021-08-05,154.31,3733574,154.98,155.19,153.87,527
2021-08-04,154.05,4846333,156.19,156.66,153.87,526
2021-08-03,156.67,3359870,157,157.15,156.31,525
2021-08-02,156.32,3426099,157,157.11,155.51,524
2021-07-30,156.95,3757332,157.37,157.6,156.62,521
2021-07-29,156.81,3055728,157.23,157.43,156.2,520
2021-07-28,156.49,3556918,157.6,157.96,155.91,519
2021-07-27,157.94,4043897,157.31,158.66,157.03,518
2021-07-26,157.07,2999895,156.79,157.47,156.03,517
2021-07-23,157.18,3588671,155.56,157.79,155.24,514
2021-07-22,155.19,3333589,155.19,155.76,153.97,513
2021-07-21,155.24,4906123,155.3,156.12,154.58,512
2021-07-20,155.82,5213868,156.2,157.33,155.56,511
2021-07-19,155.8,5750370,155.99,157.54,154.76,510
2021-07-16,155.82,5852919,155.68,156.835,155.11,507
2021-07-15,155.25,4920713,154.07,155.36,153.26,506
2021-07-14,154.54,6390323,152.89,155.14,152.8,505
2021-07-13,152.96,8750828,151.15,153.9116,150.75,504
2021-07-12,149.51,4873671,149.49,149.795,148.78,503
2021-07-09,149.48,4088587,149.41,150.31,149.17,500
2021-07-08,149.86,4215959,149.42,150.67,149.19,499
2021-07-07,149.79,4224975,149.29,150.695,149,498
2021-07-06,149.13,4313848,149.07,149.415,147.77,497
2021-07-02,148.91,3835526,148.9,149.78,148.56,493
2021-07-01,148.2,3997616,148.08,149.08,147.94,492
2021-06-30,148.17,4943688,147.43,148.31,147.2,491
2021-06-29,146.94,3197991,147.445,147.7,146.4,490
2021-06-28,147.04,4282905,146.76,147.5901,146.62,489
2021-06-25,146.41,6387907,145.76,146.79,145.24,486
2021-06-24,145.67,3818927,144.86,145.94,144.61,485
2021-06-23,144.85,3901698,146.06,146.125,144.83,484
2021-06-22,146.78,3517987,146.73,147.5032,146.29,483
2021-06-21,146.56,4904511,145.753,146.74,145.45,482
2021-06-18,145.42,10661670,147.98,147.98,145.23,479
2021-06-17,148.52,5316467,147.25,149,146.91,478
2021-06-16,147.1,5492088,148.86,149.27,146.75,477
2021-06-15,148.58,4256583,148.9,149.17,148.08,476
2021-06-14,148.57,3831939,147.47,148.63,146.79,475
2021-06-11,147.69,4364644,148.05,148.12,146.79,472
2021-06-10,147.6,4698243,146.31,148.015,146.13,471
2021-06-09,146.1,4007976,147.25,147.59,146.02,470
2021-06-08,146.37,5997199,147.7,147.87,145.92,469
2021-06-07,147.75,4724137,147.76,148.2499,146.71,468
2021-06-04,147.84,4427418,148,148.59,147.47,465
2021-06-03,147.67,4651603,146.71,147.76,146.16,464
2021-06-02,148.22,4546892,148.2,148.53,147.23,463
2021-06-01,147.63,5530380,148.78,148.85,147.09,462
2021-05-28,147.94,4913671,147.41,148.5,147.24,458
2021-05-27,146.51,9203638,148.56,148.77,146.44,457
2021-05-26,148.3,4462626,147.91,148.67,147.68,456
2021-05-25,148.3,4649319,147.85,148.37,147.01,455
2021-05-24,147.85,3627758,147.64,148.35,147.01,454
2021-05-21,147.1,5194240,147.873,148.31,146.52,451
2021-05-20,147.23,3964589,145.25,147.7299,145.11,450
2021-05-19,145.43,4432736,144.64,145.63,144.08,449
2021-05-18,145.51,4527258,146.64,146.95,145.32,448
2021-05-17,146.17,3747055,147,147.4,145.71,447
2021-05-14,146.59,4224694,147.2,147.9,146.42,444
2021-05-13,146.37,4849478,144.24,147.12,143.58,443
2021-05-12,144.23,5652038,144.877,145.74,143.85,442
2021-05-11,145.65,5266131,147.17,147.6399,145.02,441
2021-05-10,146.72,5270594,146.49,147.99,146.11,440
2021-05-07,145.56,4181026,145.23,146,144.57,437
2021-05-06,145.56,4472242,144.47,145.96,144.01,436
2021-05-05,143.89,5305240,143.715,144.57,143.5,435
2021-05-04,143.96,6603849,145.98,146.77,143.49,434
2021-05-03,145.79,6109788,145.028,146.78,144.1,433
2021-04-30,144.16,5051395,143.32,144.24,142.5,430
2021-04-29,143.94,4699889,142.1,144.43,141.97,429
2021-04-28,141.83,4962725,143.49,143.69,141.73,428
2021-04-27,142.89,4693738,142.62,143.18,142.13,427
2021-04-26,143.36,5817715,145.55,145.77,142.98,426
2021-04-23,145.83,4354823,145.51,146.34,145.06,423
2021-04-22,146.07,4904476,146.24,146.6509,145.38,422
2021-04-21,146.98,6316148,147.345,147.8,146.21,421
2021-04-20,145.71,4999846,144.13,146.65,143.93,420
2021-04-19,144.75,6621282,144.49,145.6,143.26,419
2021-04-16,144.16,6481399,143.46,144.32,142.46,416
2021-04-15,142.31,4777098,141.67,143.1,141.42,415
2021-04-14,142.11,4685255,142.57,142.72,141.24,414
2021-04-13,143.05,5283265,142.07,143.97,141.87,413
2021-04-12,143.02,4386781,142.2,143.47,142.05,412
2021-04-09,142.57,4950949,142.235,143.14,141.61,409
2021-04-08,142.54,6725340,143.68,144.16,142.05,408
2021-04-07,143.41,4849222,144,144.1,143.02,407
2021-04-06,143.67,4751927,143.04,144.2,142.56,406
2021-04-05,143.16,5980728,141.85,144.34,141.32,405
2021-04-01,141.28,4823383,141.19,142.3,140.11,401
2021-03-31,141.45,6257943,143.32,143.33,141.17,400
2021-03-30,142.54,4372866,143.68,144.75,142.12,399
2021-03-29,144.81,6105770,142.87,144.96,142.42,398
2021-03-26,142.7,6785599,139.62,143,139.13,395
2021-03-25,139.63,5827777,139.18,140.25,138.34,394
2021-03-24,138.81,5082339,139.01,140.11,138.78,393
2021-03-23,139.46,6978365,138.45,140.17,138.18,392
2021-03-22,137.8,7813395,135.63,138.2,135.09,391
2021-03-19,134.5,16114410,132.31,135.01,132.18,388
2021-03-18,132.53,6476677,132.36,133.08,131.41,387
2021-03-17,133.62,6199529,134.36,134.56,133.38,386
2021-03-16,134.01,5544740,133.08,134.58,132.75,385
2021-03-15,133.03,5389458,133.56,133.63,131.97,384
2021-03-12,133.04,5275179,133.12,133.79,132.64,381
2021-03-11,133.22,4459150,133.345,134.58,133.1,380
2021-03-10,133.58,7791665,132.523,134.47,130.54,379
2021-03-09,132.25,8930215,132.94,133.91,132,378
2021-03-08,132.13,8634912,133.23,134.18,131.99,377
2021-03-05,133.03,10186540,129.64,133.41,129.19,374
2021-03-04,128.83,9102794,129.25,131.75,128.32,373
2021-03-03,129.14,7505755,129.802,130.53,128.98,372
2021-03-02,131.07,5613974,130.5,132.03,130.38,371
2021-03-01,130.62,5287738,130.61,131.9699,130.34,370
2021-02-26,129.19,8329044,130.57,130.87,128.57,367
2021-02-25,130,5702339,131.35,132.09,129.8,366
2021-02-24,132.09,4944008,131.85,132.29,131.2,365
2021-02-23,132.78,6264268,132.65,134.34,131.3,364
2021-02-22,131.99,5792943,132.04,132.595,130.76,363
2021-02-19,132.51,5414944,135.01,135.12,132.29,360
2021-02-18,135.37,3943138,134.07,135.7,133.91,359
2021-02-17,134.46,3354067,134.06,135.07,133.86,358
2021-02-16,134.38,5180052,134.561,134.81,133.4,357
2021-02-12,133.87,5659348,135.26,135.6,133.45,353
2021-02-11,134.97,7527981,137.85,138.205,134.34,352
2021-02-10,137.7,6966613,141.12,141.12,136.76,351
2021-02-09,139.6,3179260,141.13,141.15,139.49,350
2021-02-08,140.4,4112165,141.19,141.81,139.5,349
2021-02-05,140.96,4437864,140.49,142.12,139.73,346
2021-02-04,139.68,3860314,137.75,139.76,137.75,345
2021-02-03,138.02,3609640,137.75,138.95,137.07,344
2021-02-02,138.38,3581697,137.45,139.525,136.6,343
2021-02-01,136.98,4185689,136.98,137.96,135.9,342
2021-01-29,136.57,6778137,138.114,138.46,136.02,339
2021-01-28,139.19,5513965,138.83,140.79,137.76,338
2021-01-27,138.04,6659804,140.505,142.33,137.55,337
2021-01-26,141.8,4242522,141.31,142.085,139.75,336
2021-01-25,140.18,3829014,138.064,140.33,137.58,335
2021-01-22,138.59,4014925,139.5,139.54,138.23,332
2021-01-21,139.61,5684273,140.29,140.79,138.74,331
2021-01-20,141.33,5019321,141.04,141.78,139.92,330
2021-01-19,142.06,5158614,142.375,142.58,141.44,329
2021-01-15,141.39,4309077,141.45,142.6,140.53,325
2021-01-14,141.76,4724886,141.48,142.44,141.07,324
2021-01-13,142.59,4361696,141.12,143.24,141,323
2021-01-12,141.43,5149996,141.63,141.995,139.45,322
2021-01-11,142.09,3902743,144.03,144.31,141.69,321
2021-01-08,144.18,4312289,142.47,144.4,141.66,318
2021-01-07,142.47,4473376,142.81,143.145,141.15,317
2021-01-06,142.93,4843265,141.67,143.6,141.59,316
2021-01-05,144.7,4126000,144.07,145.18,142.9,315
2021-01-04,144.27,7486940,147.01,147.78,141.94,314
2020-12-31,148.3,2076825,147.48,148.46,146.64,310
2020-12-30,147.31,2224859,147.47,147.9899,147.01,309
2020-12-29,147.42,3186688,147.68,148.77,146.84,308
2020-12-28,146.91,2493497,145.776,147.6,145.54,307
2020-12-24,145.06,883285,144.83,145.11,144.14,303
2020-12-23,144.41,2645127,144.49,145.6,144.07,302
2020-12-22,144.02,2653806,144.6,145,143.48,301
2020-12-21,145.4,3946888,145,145.66,143.47,300
2020-12-18,146.93,8980403,146.33,147.1,145.5,297
2020-12-17,145.71,3312453,145.25,146.2,145.18,296
2020-12-16,144.89,4915809,143.98,145.4699,143.9,295
2020-12-15,144.77,3183783,144.56,145.27,143.89,294
2020-12-14,144.23,3952380,145.25,146.47,144.05,293
2020-12-11,144.97,2975473,143.63,145.1,143.41,290
2020-12-10,144.67,3985022,146.04,146.29,144.42,289
2020-12-09,145.69,3841971,145.56,146.1,144.28,288
2020-12-08,145.52,3623756,145.33,146.16,144.29,287
2020-12-07,145.37,4217416,145.68,146.56,144.62,286
2020-12-04,145.85,3592561,143.87,145.98,143.86,283
2020-12-03,144.45,4758137,143.02,144.96,143.02,282
2020-12-02,144.62,4433005,145.88,146.94,143.89,281
2020-12-01,146.07,3999578,145.03,146.63,144.5,280
2020-11-30,144.23,4906898,144.46,144.63,142.88,279
2020-11-27,144.6,1595978,144.62,145.28,144.18,276
2020-11-25,144.16,2278398,144.45,144.9224,143.7,274
2020-11-24,144.03,4473522,143.19,144.36,142.82,273
2020-11-23,143.02,3443855,143.31,143.65,141.88,272
2020-11-20,143.42,3469179,143.65,144.6366,143,269
2020-11-19,143.32,4263568,142.88,143.7,142.34,268
2020-11-18,143.38,4335257,145.49,146.565,143.3,267
2020-11-17,145.24,2924071,144.27,146.1,144.11,266
2020-11-16,145.76,3398971,145,146.26,144.69,265
2020-11-13,144.71,2580479,143.77,144.89,143.27,262
2020-11-12,143.84,2570479,144.25,144.74,142.76,261
2020-11-11,143.9,4389762,142.856,144.24,141.61,260
2020-11-10,141.72,5284513,136.99,142.44,136.19,259
2020-11-09,138.45,6111302,142,143.6499,138.17,258
2020-11-06,138.38,2867077,138.56,139.77,137.33,255
2020-11-05,138.05,3667806,139.355,140.27,137.47,254
2020-11-04,137.86,4576320,139,141.7,137.66,253
2020-11-03,137.04,3293928,136.62,138.6,136.28,252
2020-11-02,135.15,3126408,135.61,136.23,133.78,251
2020-10-30,133.29,4303971,132.93,133.84,131.71,248
2020-10-29,133.99,3856469,133.755,135.63,132.26,247
2020-10-28,134.17,5196038,137.151,137.71,133.94,246
2020-10-27,139.12,3390825,138.571,139.89,138.3,245
2020-10-26,138.06,3431215,138.74,139.08,136.41,244
2020-10-23,139.56,2758507,140.22,140.53,139.04,241
2020-10-22,139.61,2909227,139.8,140.2,139.01,240
2020-10-21,139.6,2560061,139.683,140.48,139.1,239
2020-10-20,139.71,2751622,141,141.215,139.41,238
2020-10-19,139.68,3223384,141.34,142.53,139.25,237
2020-10-16,141.73,5076139,141.75,142.82,141.13,234
2020-10-15,141.43,3307718,141.16,141.97,140.62,233
2020-10-14,142.52,3641327,143.55,144.11,141.63,232
2020-10-13,143.54,4293198,142.22,144,141.91,231
2020-10-12,142.13,6167150,141.12,143.49,139.78,230
2020-10-09,138.44,3194022,138.7,139.26,137.9,227
2020-10-08,137.85,2977598,137.28,138.13,136.76,226
2020-10-07,137.01,4347287,135.94,137.52,135.76,225
2020-10-06,135.7,5031019,138,138.82,135.15,224
2020-10-05,137.93,4519821,138.11,138.38,136.98,223
2020-10-02,138.06,5130582,139.28,139.91,136.2,220
2020-10-01,140.8,6483894,139.44,140.85,137.49,219
2020-09-30,138.6,7060713,137.99,139.19,136.9,218
2020-09-29,137.16,4333805,138.66,139.54,137.13,217
2020-09-28,137.97,7487509,136.04,138.58,135.67,216
2020-09-25,133.55,4575979,130.89,133.83,130.52,213
2020-09-24,131.58,4316594,131.437,132.31,129.92,212
2020-09-23,131,5909940,132.7,132.82,129.85,211
2020-09-22,132.15,3950959,131,132.89,130.45,210
2020-09-21,131.24,4402723,130.37,131.31,129.36,209
2020-09-18,131.47,8472958,133.71,134.79,130.01,206
2020-09-17,133.2,5186417,133.39,134.55,131.69,205
2020-09-16,134.98,3353726,136.28,136.6,134.78,204
2020-09-15,135.62,4080783,136.48,137.24,135.41,203
2020-09-14,136.67,2779316,136.528,137.5,135.8,202
2020-09-11,135.81,3411914,135.22,136.38,134.23,199
2020-09-10,134.76,6050544,136.6,137.55,133.88,198
2020-09-09,137.11,4282289,135.5,138.46,135.4,197
2020-09-08,135.55,4901536,138.31,138.6295,134.41,196
2020-09-04,138.76,4836833,139.66,140.31,136.94,192
2020-09-03,139.37,6642417,142.7663,144.035,138.12,191
2020-09-02,143.29,4918523,139.52,143.82,139.35,190
2020-09-01,139.19,3422807,140.25,140.48,138.51,189
2020-08-31,140.06,3828697,139.32,141.02,139,188
2020-08-28,139.94,3355482,138.52,139.96,137.24,185
2020-08-27,138.4,4159270,138.71,139.9284,137.91,184
2020-08-26,138.47,6019737,136.575,138.66,136.38,183
2020-08-25,137.3,2597448,138.26,138.38,136.7,182
2020-08-24,137.64,3177925,136.46,137.68,136.11,181
2020-08-21,136.46,4295630,136.37,136.66,135.25,178
2020-08-20,136.72,2263090,135.66,137.15,135.63,177
2020-08-19,136.45,3682226,138.69,138.795,136.1,176
2020-08-18,138.11,2638555,138.61,138.61,137.04,175
2020-08-17,137.92,2862635,137.5,138.89,137.05,174
2020-08-14,137.56,2461687,138.11,138.172,137.2,171
2020-08-13,138.1,2393520,137.1,138.61,137.1,170
2020-08-12,137.8,4425182,135.34,138.68,135.25,169
2020-08-11,135.12,3301552,136.97,137.45,134.62,168
2020-08-10,135.98,3052091,136.32,136.88,135.38,167
2020-08-07,136.74,3692151,135.94,136.76,135.37,164
2020-08-06,135.86,2693058,135.2735,136.29,135.27,163
2020-08-05,136.25,2924634,138.15,138.15,135.77,162
2020-08-04,137.47,2553613,137.52,137.59,136.02,161
2020-08-03,136.7,2819273,137.11,137.5,136,160
2020-07-31,137.66,4304080,137.26,137.7,135.2,157
2020-07-30,137.69,2817632,137.24,138.22,136.48,156
2020-07-29,137.93,3179281,137.38,139,137.04,155
2020-07-28,137.38,3787724,137.98,138.59,137.09,154
2020-07-27,137.67,3607669,135.53,137.76,134.85,153
2020-07-24,136.06,3300145,136.99,138.64,135.39,150
2020-07-23,137.08,5011384,136.59,137.25,135.49,149
2020-07-22,136.01,3522313,135.56,136.25,133.68,148
2020-07-21,134.43,5435487,134.005,136.41,133.79,147
2020-07-20,133.11,3620256,134.6136,134.6136,132.18,146
2020-07-17,134.66,3229486,134.65,135.06,133.55,143
2020-07-16,133.88,3788127,134.056,134.36,133.05,142
2020-07-15,133.69,5561264,135.35,136.19,133.25,141
2020-07-14,135.52,6766836,134.59,136.9515,134.25,140
2020-07-13,134.91,8960022,136.77,138.07,134.47,139
2020-07-10,134.46,5932824,132.37,134.89,131.28,136
2020-07-09,132.71,4005220,132.9,133.94,131.73,135
2020-07-08,134.22,3798259,134.16,134.69,133.16,134
2020-07-07,133.57,4424469,132.27,134.62,132.17,133
2020-07-06,133.3,4221605,133.08,133.95,132.31,132
2020-07-02,132.85,2769248,133.54,134.17,132.54,128
2020-07-01,132.36,3633043,132.53,133.62,131.94,127
2020-06-30,132.26,4626817,131.83,132.82,130.86,126
2020-06-29,131.08,4173863,130.18,131.4,129.43,125
2020-06-26,128.93,7372682,131.68,132.37,128.06,122
2020-06-25,131.41,4442112,129.14,131.73,128.05,121
2020-06-24,129.56,4853490,130.52,131.07,128.68,120
2020-06-23,131.36,3625580,131.62,132.68,130.98,119
2020-06-22,131.05,3379894,130.55,131.76,129.95,118
2020-06-19,131.28,8296892,134.41,134.82,131.22,115
2020-06-18,132.78,3417168,131.42,133.13,130.63,114
2020-06-17,131.76,3309878,131.89,133.04,131.49,113
2020-06-16,131.67,5198806,132.68,133.06,130.12,112
2020-06-15,130.48,5482111,128.29,130.96,126.53,111
2020-06-12,129,7039513,129.15,129.93,127.43,108
2020-06-11,127.84,8540975,134.22,135.14,127.46,107
2020-06-10,134.13,7069852,133.28,135.16,133.17,106
2020-06-09,132.97,6447278,131.83,133.15,131.05,105
2020-06-08,132.21,5613020,131.38,132.465,131.24,104
2020-06-05,132.44,7075650,131,133.52,130.77,101
2020-06-04,130.57,5229737,131.59,133.56,130.18,100
2020-06-03,132.82,5421190,133.24,134.275,132.6,99
2020-06-02,132.63,5327465,133.05,133.81,131.12,98
2020-06-01,132.99,4050410,131.6,133.9461,131.19,97
2020-05-29,131.55,13338800,132.01,132.24,130.32,94
2020-05-28,132.29,4976408,131.21,132.73,130.11,93
2020-05-27,130.81,5686547,129.72,130.84,128.58,92
2020-05-26,129.75,5579269,131.94,132.05,129.4,91
2020-05-22,130.48,3429228,129.61,130.63,129.17,87
2020-05-21,130.21,4886277,130.98,131.44,129.61,86
2020-05-20,131.26,8213135,132.54,132.6841,130.34,85
2020-05-19,131.73,6640343,134.43,134.76,131.4,84
2020-05-18,135.52,8480600,136.85,137.99,135.06,83
2020-05-15,135.95,20338620,133.77,137.66,132.79,80
2020-05-14,133.08,5522343,132.71,133.56,130.15,79
2020-05-13,132.96,5168826,133.18,134.47,131.45,78
2020-05-12,132.94,3914614,134.755,136.38,132.86,77
2020-05-11,134.38,3591078,133.43,136.2,133.17,76
2020-05-08,134.23,4209378,133.07,135.16,132.46,73
2020-05-07,131.55,5529573,131.55,132,130.12,72
2020-05-06,130.78,4192492,131.58,132.23,130.69,71
2020-05-05,131.67,3580084,131.64,133.33,130.77,70
2020-05-04,130.92,5245315,130.17,131.35,129.33,69
2020-05-01,130.14,4488160,131.12,132.225,129.52,66
2020-04-30,132.29,6782989,132.41,133.17,130.42,65
2020-04-29,133.36,6706841,136.77,136.98,132.9,64
2020-04-28,136.32,6674220,136.78,137.68,134.66,63
2020-04-27,134.46,4009205,134.42,135.21,133.89,62
2020-04-24,134.36,4065533,130.87,134.82,130.65,59
2020-04-23,130.26,5527717,132.5,134.14,130.03,58
2020-04-22,132.62,4085122,132.44,133.67,131.22,57
2020-04-21,130.94,4359534,132.14,132.94,130.59,56
2020-04-20,134.55,3995278,136.936,137.38,134.51,55
2020-04-17,137.55,4866512,137.73,138,134.91,52
2020-04-16,135.64,4563973,136.9662,136.9662,133.85,51
2020-04-15,135.03,5773136,137.14,137.56,133.7,50
2020-04-14,138.4,6278696,133.22,138.63,132.35,49
2020-04-13,130.89,3785013,131.69,133.3499,129.43,48
2020-04-09,133.63,5502555,132.09,135.08,131.51,44
2020-04-08,132.61,5241109,129.64,133.295,129.13,43
2020-04-07,130.48,6254249,132.71,135.08,130.29,42
2020-04-06,131.16,8242235,128.66,132.13,125.29,41
2020-04-03,124.59,5552050,123.19,125.37,122.44,38
2020-04-02,123.86,6181755,117.215,125.177,116.48,37
2020-04-01,118.12,6872957,117.27,122.3,115.67,36
2020-03-31,120.1,7093100,124.94,125.695,119.53,35
2020-03-30,125.48,6917153,121.61,125.84,121.51,34
2020-03-27,120.46,9852459,118.57,124.65,117.99,31
2020-03-26,120.26,10377950,112.71,121.8,112.58,30
2020-03-25,112.5,9485483,112.74,116.36,111.04,29
2020-03-24,113.84,11446960,109.93,114.43,109.37,28
2020-03-23,105.18,13926830,106,112.87,102.87,27
2020-03-20,103.93,13093150,118.24,118.45,101.42,24
2020-03-19,117.34,9393486,121.43,122.09,116.06,23
2020-03-18,120.92,15250770,120.84,127.72,113.77,22
2020-03-17,127.72,14242320,116.7,127.86,116.39,21
2020-03-16,113.09,10733310,114.69,123.82,112,20
2020-03-13,127.45,12007670,120.68,127.59,115.07,17
2020-03-12,115.34,12808250,122.1,125,113.59,16
2020-03-11,129.75,7468850,130.58,132.54,127.63,15
2020-03-10,134.14,8258624,132.05,134.57,126.86,14
2020-03-09,130.16,8716252,130.18,133.35,128.18,13
2020-03-06,137.26,6755028,131.56,138.17,131.45,10
2020-03-05,138.1,6579119,138.81,141.42,136.67,9
2020-03-04,142.39,7635948,136.19,142.71,136.01,8
2020-03-03,135.58,8728649,137.19,139.67,134.74,7
2020-03-02,137.58,8504547,132,137.77,131.72,6
2020-02-28,132.03,14169960,133.24,133.75,128.35,3
2020-02-27,136.37,8604968,141.41,143.14,136.31,2
2020-02-26,141.98,6159441,142.435,143.75,141.16,1
2020-02-25,141.1,7586027,142.59,144.38,140.57,0